Character name,Allegiance,Culture,Birthyear,Deathyear,Gender,DeadAlive,POV,categories
Hake,##Night's Watch#,,NULL,299,M,D,Jon Snow,Stewards of the Night's Watch#Members of the Night's Watch#Characters from the North#
Hal_(Hog),##House Baratheon of Dragonstone#,,NULL,299,,,,Characters from the Crownlands#House Baratheon retainers#Smallfolk#
Halder,##Night's Watch#,,282,NULL,M,A,Jon Snow,Builders of the Night's Watch#Members of the Night's Watch#Characters from the North#
Haldon,##House Targaryen#,,NULL,NULL,M,,Tyrion Lannister,Characters from Westeros#Courtiers and followers of Aegon VI Targaryen#Maesters#
Hali,,##Wildlings#,NULL,298,F,D,Bran Stark,Wildlings#Characters from Beyond the Wall#Warrior Women#Spearwives#
Hallis_Mollen,##House Mollen#House Stark#,##Northmen#,NULL,NULL,M,U,Catelyn Tully,House Mollen#Captains of the guards#Characters from the North#House Stark retainers#Nobles#
Hallyne,##Alchemists' Guild#,,NULL,NULL,M,A,Tyrion Lannister,Alchemists' Guild#Characters from the Crownlands#Nobles#Lowborn nobles#
Halmon_Paege,##House Paege#,,NULL,NULL,M,,N/A,House Paege#Nobles#Characters from the Riverlands#
Halys_Hornwood,##House Hornwood#,,NULL,298,M,D,Bran Stark,House Hornwood#Nobles#Characters from the North#
Hamish_the_Harper,,,NULL,300,,,,Singers#Smallfolk#Characters from Westeros#
Harbert,##House Baratheon#,,NULL,NULL,M,D,Maester Cressen,Castellans#Characters from the Stormlands#House Baratheon retainers#Nobles#
Harbert_Paege,##House Paege#,,NULL,NULL,,,,House Paege#Nobles#Characters from the Riverlands#Knights#
Hareth_(Maester),,,NULL,NULL,,,,Grand Maesters#
Harghaz,,##Ghiscari#,NULL,300,M,,Barristan Selmy,Characters from Meereen#
Harlan_Grandison,##House Grandison#Kingsguard#,,NULL,281,M,,Jaime Lannister,Nobles#Characters from the Stormlands#Members of the Kingsguard#House Grandison#
Harlan_Hunter,##House Hunter#,,NULL,NULL,M,,Sansa Stark,House Hunter#Knights#Nobles#Characters from the Vale#
Harle_the_Handsome,,##Free Folk#,NULL,NULL,,,,Wildlings#Characters from Beyond the Wall#
Harle_the_Huntsman,,##Free Folk#,NULL,NULL,,,,Wildlings#Characters from Beyond the Wall#
Harlen_Tyrell,##House Tyrell#,,NULL,NULL,M,D,N/A,House Tyrell#Nobles#Castellans#Stewards#Characters from the Reach#Wardens#
Harlon_Botley,##House Botley#,##Ironborn#,NULL,NULL,M,,N/A,Nobles#Characters from the Iron Islands#House Botley#
Harlon_Greyjoy,##House Greyjoy#,##Ironborn#,NULL,NULL,M,,Aeron Greyjoy,House Greyjoy#Nobles#Characters from the Iron Islands#
Harma,,##Wildlings#,NULL,300,F,D,Jon Snow,Wildlings#Characters from Beyond the Wall#Warrior Women#
Harmen_Uller,##House Uller#,,NULL,NULL,M,,Tyrion Lannister,Nobles#Characters from Dorne#House Uller#
Harmond_Umber,##House Umber#,##Northmen#,NULL,NULL,M,,Jon Snow,Nobles#Characters from the North#House Umber#
Harmund_Sharp,##House Sharp#,##Ironborn#,NULL,NULL,M,,Aeron Greyjoy,House Sharp#Nobles#Characters from the Iron Islands#
Harmune,##Night's Watch#,,NULL,NULL,M,,Samwell Tarly,Maesters#Members of the Night's Watch#
Harodon,,,NULL,NULL,,,,Archmaesters#Characters from Westeros#
Harra,##House Whent#House Lannister#,,NULL,299,F,A,Arya Stark,Smallfolk#Characters from the Riverlands#House Whent retainers#House Lannister retainers#
Harrag_Hoare,,##Ironborn#,NULL,NULL,M,,Aeron Greyjoy,Monarchs#Nobles#Characters from the Iron Islands#House Hoare#
Harrag_Sharp,##House Sharp#,##Ironborn#,NULL,299,M,,Aeron Greyjoy,House Sharp#Nobles#Characters from the Iron Islands#
Harras_Harlaw,##House Harlaw of Grey Garden#,##Ironborn#,NULL,NULL,M,,Asha Greyjoy,Nobles#Characters from the Iron Islands#House Harlaw#Knights#Followers of Asha Greyjoy#Crew and followers of Euron Greyjoy#
Harren_Botley,##House Botley#,##Ironborn#,NULL,299,M,,Asha Greyjoy,Nobles#Characters from the Iron Islands#House Botley#
Harren_Half-Hoare,,##Ironborn#,NULL,NULL,,,,Characters from the Iron Islands#
Harren_Hoare,,##Ironborn#,NULL,NULL,M,D,Jon Snow,House Hoare#Nobles#Characters from the Iron Islands#Characters from the Riverlands#Monarchs#
Harrion_Karstark,##House Karstark#,##Northmen#,NULL,NULL,M,A,Bran Stark,House Karstark#Nobles#Characters from the North#
Harrold_Hardyng,##House Hardyng#House Arryn#,,282,NULL,M,,Sansa Stark,House Hardyng#House Arryn#Characters from the Vale#Knights#Nobles#Squires#
Harrold_Osgrey,##House Osgrey#,,NULL,NULL,,,,House Osgrey#Nobles#Characters from the Reach#Knights#
Harrold_Westerling,##House Westerling#Kingsguard#,,NULL,112,M,D,N/A,Characters from the Westerlands#Members of the Kingsguard#Lords Commander of the Kingsguard#Nobles#House Westerling#
Harry_Sawyer,##House Sawyer#,,NULL,NULL,M,,Brienne of Tarth,House Sawyer#Characters from Westeros#Knights#Nobles#
Harry_Strickland,##House Strickland#Golden Company#,,NULL,NULL,M,,Tyrion Lannister,Knights#Mercenaries#House Strickland#Golden Company#Exiles#Characters from the Free Cities#
Harsley,,,NULL,299,M,,Jaime Lannister,Smallfolk#Characters from the Riverlands#
Harwin,##House Stark#Brotherhood without banners#,##Northmen#,271,NULL,M,A,Bran Stark,Characters from the North#House Stark retainers#Members of the Brotherhood Without Banners#Outlaws#Smallfolk#
Harwin_Strong,##House Strong#City Watch of King's Landing#Rhaenyra Targaryen#The blacks#,,NULL,120,M,D,N/A,House Strong#Characters from the Riverlands#Knights#Members of the City Watch (King's Landing)#Nobles#
Harwood_Fell,##House Fell#Queen's men#,,NULL,300,M,D,N/A,House Fell#Characters from the Stormlands#Nobles#
Harwood_Stout,##House Stout#House Dustin#,##Northmen#,NULL,NULL,M,,Theon Greyjoy,Nobles#Characters from the North#House Stout#
Harwyn_Hoare,,,NULL,NULL,M,D,N/A,House Hoare#Characters from the Iron Islands#Characters from the Riverlands#Mercenaries#Monarchs#Nobles#Second Sons#
Harwyn_Plumm,##House Plumm#,,NULL,NULL,M,,Jaime Lannister,Nobles#Characters from the Westerlands#House Plumm#
Harys_Haigh,##House Haigh#House Frey#,,282,NULL,M,,Arya Stark,Nobles#Characters from the Riverlands#House Haigh#Knights#
Harys_Swyft,##House Swyft#,,NULL,NULL,M,A,Tyrion Lannister,Nobles#Characters from the Westerlands#House Swyft#Knights#Hands of the King#Masters of coin#
Hayhead,##House Stark#,##Northmen#,NULL,NULL,M,U,Bran Stark,Characters from the North#House Stark retainers#Smallfolk#
Hazrak_zo_Loraq,##House of Loraq#,##Ghiscari#,NULL,NULL,M,,Daenerys Targaryen,House of Loraq#Characters from Meereen#Nobles#Slavers#
Hazzea,,##Ghiscari#,296,300,F,D,Daenerys Targaryen,Characters from Meereen#
Helaena_Targaryen,##House Targaryen#The Greens#,,109,130,F,D,N/A,Noblewomen#Characters from the Crownlands#House Targaryen#Dragonriders#Royal Consorts#
Helicent_Uffering,##House Uffering#,,171,NULL,,,,House Uffering#Noblewomen#Characters from the Reach#
Helliweg,,,NULL,NULL,M,,Sansa Stark,Maesters#
Helly,,,NULL,NULL,F,,Arya Stark,Smallfolk#Characters from the Riverlands#Collaborators of the Brotherhood Without Banners#
Helman_Tallhart,##House Tallhart#,##Northmen#,NULL,299,M,D,Eddard Stark,House Tallhart#Nobles#Characters from the North#
Helya,##House Greyjoy#,,NULL,NULL,F,A,Theon Greyjoy,Characters from the Iron Islands#House Greyjoy retainers#Smallfolk#
Hendry_Bracken,##House Bracken#,,NULL,299,M,D,Catelyn Tully,Nobles#Characters from the Riverlands#House Bracken#
Henk,,##Free Folk#,NULL,NULL,M,,Jon Snow,Wildlings#Characters from Beyond the Wall#
Henly_(Maester),##House Slate#,,NULL,NULL,,,,Maesters#
Henly_(House_Ashford),##House Ashford#,,NULL,NULL,,,,Smallfolk#Characters from the Reach#
Herbert_Bolling,##House Bolling#,,NULL,NULL,M,D,Brienne of Tarth,House Bolling#Nobles#Characters from the Stormlands#Knights#
Heward,##House Stark#,##Northmen#,NULL,298,M,D,Eddard Stark,Characters from the North#House Stark retainers#Smallfolk#
Hibald,,,NULL,NULL,M,,Brienne of Tarth,Smallfolk#
High_Sparrow,##Faith of the Seven#Sparrows#Faith Militant#,,NULL,NULL,,,,Characters from Westeros#Smallfolk#Members of the Faith#Clergy#High Septons#
Hilmar_Drumm,##House Drumm#,##Ironborn#,NULL,NULL,M,,Aeron Greyjoy,House Drumm#Nobles#Characters from the Iron Islands#
Hizdahr_zo_Loraq,,##Ghiscari#,NULL,NULL,M,,Daenerys Targaryen,House of Loraq#House Targaryen#Characters from Meereen#Royal Consorts#Nobles#Slavers#
Lord_Commander_Hoare,##House Hoare#Night's Watch#,,NULL,NULL,,,,House Hoare#Characters from the Iron Islands#Characters from the Riverlands#Lord Commanders of the Night's Watch#Nobles#
Hoarfrost_Umber,##House Umber#,,NULL,NULL,M,,Jon Snow,House Umber#Nobles#Characters from the North#
Hobb,##Night's Watch#,,NULL,NULL,M,D,N/A,Stewards of the Night's Watch#Members of the Night's Watch#Characters from the North#
Hobber_Redwyne,##House Redwyne#,,NULL,NULL,M,A,Sansa Stark,House Redwyne#Nobles#Characters from the Reach#
Hod,,,NULL,NULL,M,A,Arya Stark,Smallfolk#
Hodor,##House Stark#,,NULL,NULL,,,,Characters from the North#House Stark retainers#Lackwits#Smallfolk#
Hoke,##House Lannister#,,NULL,NULL,M,,N/A,Smallfolk#House Lannister retainers#Characters from the Westerlands#
Holger,##Stone Crows#,,NULL,NULL,M,U,Tyrion Lannister,Characters from the Vale#Members of the mountain clans of the Vale#
Holly,,##Free Folk#,285,300,F,D,Theon Greyjoy,Wildlings#Characters from Beyond the Wall#Warrior Women#Spearwives#
Hop-Robin,##Night's Watch#,,NULL,NULL,M,,Samwell Tarly,Members of the Night's Watch#
Horas_Redwyne,##House Redwyne#,,NULL,NULL,M,A,Sansa Stark,House Redwyne#Nobles#Characters from the Reach#
Horton_Redfort,##House Redfort#Lords Declarant#,,NULL,NULL,M,,Tyrion Lannister,Nobles#Characters from the Vale#House Redfort#
Hosteen_Frey,##House Frey#,,258,NULL,M,A,Sansa Stark,Nobles#Characters from the Riverlands#Knights#House Frey#
Hoster_Frey,##House Frey#,,287,NULL,M,,N/A,Nobles#Characters from the Riverlands#House Frey#Squires#
Hoster_Tully,##House Tully#,##Riverlands#,240,299,M,D,Catelyn Tully,Nobles#Characters from the Riverlands#House Tully#
Hot_Pie,,,NULL,NULL,M,A,Arya Stark,Smallfolk#Characters from the Crownlands#Recruits of the Night's Watch#House Lannister retainers#House Bolton retainers#Collaborators of the Brotherhood Without Banners#
Hother_Umber,##House Umber#,##Northmen#,241,NULL,M,A,Bran Stark,Nobles#Castellans#Characters from the North#House Umber#
Hotho_Harlaw,##House Harlaw of the Tower of Glimmering#Lord of#Greyshield#,##Ironborn#,NULL,NULL,M,,Asha Greyjoy,House Harlaw#Nobles#Characters from the Iron Islands#
Howd_Wanderer,,##Free Folk#,NULL,NULL,M,,Jon Snow,Wildlings#Characters from Beyond the Wall#
Howland_Reed,##House Reed#,##Crannogmen#,265,NULL,M,A,Eddard Stark,House Reed#Nobles#Characters from the North#
Hubard_Rambton,##House Rambton#,,NULL,299,M,D,Davos Seaworth,House Rambton#Nobles#Characters from the Crownlands#Knights#
Hugh,##House Arryn#,,NULL,298,M,D,N/A,Knights#Squires#Smallfolk#House Arryn retainers#Characters from the Vale#
Hugh_Beesbury,##House Beesbury#,,NULL,NULL,M,,Brienne of Tarth,House Beesbury#Nobles#Characters from the Reach#Knights#
Hugh_Hammer,##The blacks#The greens#,,NULL,130,,,,Dragonseeds#Smallfolk#Bastards#Dragonriders#Knights#Characters from the Crownlands#House Targaryen retainers#
Hugo_Vance,##House Vance of Atranta#,,NULL,NULL,M,,N/A,House Vance of Atranta#Characters from the Riverlands#Knights#Nobles#
Hugo_Wull,##House Wull#,##Northern mountain clans#,NULL,NULL,M,,Asha Greyjoy,House Wull#Characters from the North#Nobles#
Hugor_of_the_Hill,,##Andals#,NULL,NULL,,,,Monarchs#Legendary Heroes#Characters from Andalos#
Hullen,##House Stark#,##Northmen#,NULL,298,M,D,Bran Stark,Characters from the North#House Stark retainers#Smallfolk#
Humfrey_Beesbury,##House Beesbury#,,NULL,209,M,D,N/A,House Beesbury#Nobles#Characters from the Reach#Knights#
Humfrey_Clifton,##House Clifton#House Baratheon of Dragonstone#,,NULL,NULL,M,,Asha Greyjoy,House Clifton#Knights#Nobles#House Baratheon retainers#Characters from the Westerlands#
Humfrey_Hardyng,##House Hardyng#,,NULL,209,M,D,N/A,House Hardyng#Nobles#Characters from the Vale#Knights#
Humfrey_Hewett,##House Hewett#,,NULL,NULL,M,,Victarion Greyjoy,House Hewett#Nobles#Characters from the Reach#
Humfrey_Swyft,##House Swyft#,,NULL,NULL,M,,Jaime Lannister,House Swyft#Nobles#Characters from the Westerlands#Knights#
Humfrey_Wagstaff,##House Wagstaff#House Grandison#,,232,NULL,M,,Brienne of Tarth,House Wagstaff#Nobles#Castellans#Characters from the Stormlands#House Grandison retainers#
Husband,,,NULL,NULL,M,,Arya Stark,Innkeepers#Smallfolk#Characters from the Riverlands#Collaborators of the Brotherhood Without Banners#
Hyle_Hunt,##House Hunt#,,NULL,NULL,M,,Brienne of Tarth,House Hunt#Characters from the Reach#Knights#Nobles#
Iggo,##Brave Companions#,##Dothraki#,NULL,299,M,D,Arya Stark,Members of the Brave Companions#Mercenaries#Characters from the Dothraki sea#
Igon_Vyrwel,##House Vyrwel#House Tyrell#,,NULL,NULL,M,,N/A,House Vyrwel#Captains of the guards#Characters from the Reach#Nobles#House Tyrell retainers#
Illifer,,,240,NULL,M,,Brienne of Tarth,Smallfolk#Knights#
Illyrio_Mopatis,##House Targaryen#,##Pentoshi#,NULL,NULL,M,A,Daenerys Targaryen,Characters from Pentos#Merchants#Mercenaries#Bravos#Slavers#Magisters#
Ilyn_Payne,##House Payne#,##Westeros#,NULL,NULL,M,A,Sansa Stark,House Payne#Captains of the guards#House Lannister retainers#House Baratheon retainers#Characters from the Westerlands#Knights#Nobles#Torturers and executioners#
Imry_Florent,##House Florent#,,NULL,299,M,D,Davos Seaworth,House Florent#Characters from the Reach#Knights#Nobles#Sailors#
Iron_Emmett,##Night's Watch#,,NULL,NULL,,,,Characters from Westeros#Rangers of the Night's Watch#Members of the Night's Watch#Masters-at-arms#
Ironbelly,,,NULL,NULL,M,A,Tyrion Lannister,Smallfolk#Characters from the Crownlands#Blacksmiths#
Irri,##House Targaryen#,##Dothraki#,284,NULL,F,A,Daenerys Targaryen,Characters from the Dothraki sea#Courtiers and followers of Daenerys Targaryen#Slaves and freedmen#Members of Drogo's khalasar#
Jacelyn_Bywater,##House Bywater#City Watch of King's Landing#,,NULL,299,M,D,Tyrion Lannister,Nobles#Characters from the Crownlands#Members of the City Watch (King's Landing)#Knights#House Bywater#
Jack-Be-Lucky,##Brotherhood without banners#,,NULL,NULL,M,,Arya Stark,Smallfolk#Characters from the Riverlands#Outlaws#Members of the Brotherhood Without Banners#
Jacks,##House Stark#,,NULL,NULL,M,U,Arya Stark,Characters from the North#House Stark retainers#Smallfolk#
Jaehaera_Targaryen,##House Targaryen#The greens#,##Valyrian#,123,133,F,D,N/A,House Targaryen#Characters from the Crownlands#Noblewomen#Royal Consorts#
Jaehaerys_I_Targaryen,,,NULL,NULL,,,,House Targaryen#Nobles#Monarchs#Dragonriders#
Jaehaerys_II_Targaryen,,,NULL,NULL,M,D,Eddard Stark,House Targaryen#Characters from the Crownlands#Nobles#Monarchs#
Jafer_Flowers,##Night's Watch#,,NULL,298,M,D,Jon Snow,Rangers of the Night's Watch#Members of the Night's Watch#Characters from the Reach#Bastards#
Jaggot,##Stone Crows#,,NULL,NULL,M,A,Tyrion Lannister,Characters from the Vale#
Jaime_Frey,##House Frey#,,300,NULL,,,,Nobles#Characters from the Riverlands#House Frey#
Jaime_Lannister,##House Lannister#Kingsguard#,##Westerlands#,266,NULL,M,A,Eddard Stark,House Lannister#Characters from the Westerlands#Lords Commander of the Kingsguard#Members of the Kingsguard#Nobles#POV characters#Squires#Wardens#
Jalabhar_Xho,##Summer Islands#,##Summer Islands#,NULL,NULL,M,A,Sansa Stark,Characters from the Summer Islands#Nobles#Exiles#
Jammos_Frey,##House Frey#,,267,NULL,M,A,Bran Stark,House Frey#Nobles#Characters from the Riverlands#Knights#
Janei_Lannister,##House Lannister#,,297,NULL,F,A,N/A,House Lannister#Noblewomen#Characters from the Westerlands#
Janna_Tyrell,##House Tyrell#House Fossoway of New Barrel#,,NULL,NULL,,,,House Tyrell#House Fossoway of New Barrel#Noblewomen#Characters from the Reach#
Janos_Slynt,##Night's Watch#House Slynt#City Watch of King's Landing#,,260,300,M,D,Eddard Stark,House Slynt#Nobles#Lowborn nobles#Characters from the Crownlands#Members of the small council#Members of the Night's Watch#Members of the City Watch (King's Landing)#
Jared_Frey,##House Frey#,,249,300,M,D,Sansa Stark,Nobles#Characters from the Riverlands#Knights#House Frey#
Jaremy_Rykker,##Night's Watch#,,NULL,298,M,D,Tyrion Lannister,Nobles#Characters from the Crownlands#Rangers of the Night's Watch#Members of the Night's Watch#House Rykker#
Jarl,,##Free Folk#,NULL,299,M,D,Jon Snow,Wildlings#Characters from Beyond the Wall#
Jarmen_Buckwell,##House Buckwell#Night's Watch#,,NULL,300,,,,House Buckwell#Rangers of the Night's Watch#Members of the Night's Watch#Characters from the Crownlands#Knights#
Jason_Mallister,##House Mallister#,,NULL,NULL,M,A,Catelyn Tully,House Mallister#Characters from the Riverlands#Nobles#
Jason_Lannister,##House Lannister#The greens#,,NULL,130,M,D,N/A,House Lannister#Characters from the Westerlands#Knights#Nobles#
Jasper_Arryn,##House Arryn#,,NULL,NULL,M,,Sansa Stark,Nobles#Characters from the Vale#House Arryn#
Jasper_Wylde,##House Wylde#The greens#,,NULL,130,M,D,N/A,House Wylde#Characters from the Stormlands#Masters of laws#Nobles#
Jasper_Redfort,##House Redfort#,,NULL,NULL,M,,N/A,House Redfort#Characters from the Vale#Knights#Nobles#
Jasper_Waynwood,##House Waynwood#,,NULL,NULL,,,,House Waynwood#Nobles#Characters from the Vale#
Jate,,,NULL,NULL,M,,Jaime Lannister,Smallfolk#
Jate_Blackberry,##House Blackberry#House Baratheon of Dragonstone#,,NULL,NULL,M,D,Davos Seaworth,House Blackberry#Characters from the Crownlands#House Baratheon retainers#Nobles#
Jayde,,,NULL,NULL,F,,Arya Stark,Smallfolk#Prostitutes#Characters from the Crownlands#
Jayne_Bracken,##House Bracken#,,NULL,NULL,F,,N/A,House Bracken#Noblewomen#Characters from the Riverlands#
Jeffory_Mallister,##House Mallister#,,NULL,NULL,M,D,Catelyn Tully,Nobles#Characters from the Riverlands#House Mallister#Knights#
Jeffory_Norcross,##House Norcross#Kingsguard#,,NULL,NULL,M,,Jaime Lannister,House Norcross#Nobles#Characters from the Reach#Members of the Kingsguard#
Jenny_(Oldstones),,,NULL,NULL,,,,Characters from the Riverlands#Smallfolk#
Jeor_Mormont,#the#Night's Watch#,##Northmen#,230,299,M,D,Jon Snow,Nobles#House Mormont#Lord Commanders of the Night's Watch#Members of the Night's Watch#Characters from the North#
Jeren,##Night's Watch#,,NULL,NULL,M,U,Jon Snow,Characters from the North#Stewards of the Night's Watch#Members of the Night's Watch#
Squinty_Jeyne,##House Osgrey#,,NULL,NULL,,,,Smallfolk#Characters from the Reach#
Jeyne_Arryn,##House Arryn#The blacks#,#The#Vale#,NULL,134,F,D,N/A,House Arryn#Characters from the Vale#Noblewomen#Regents#
Jeyne_Beesbury,##House Beesbury#House Frey#,,NULL,NULL,,,,House Beesbury#House Frey#Noblewomen#Characters from the Reach#
Jeyne_Darry,##House Darry#,##Westeros#,NULL,NULL,,,,House Darry#House Frey#Characters from the Riverlands#Noblewomen#
Jeyne_Fossoway,##House Fossoway of New Barrel#,,NULL,NULL,,,,Noblewomen#Characters from the Reach#House Fossoway of New Barrel#
Jeyne_Goodbrook,##House Goodbrook#,,293,NULL,F,,N/A,House Goodbrook#Noblewomen#Characters from the Riverlands#
Jeyne_Heddle,##Brotherhood Without Banners#,,282,NULL,F,,Brienne of Tarth,Smallfolk#Characters from the Riverlands#Collaborators of the Brotherhood Without Banners#
Jeyne_Lothston,##House Lothston#,,164,NULL,,,,House Lothston#Characters from the Riverlands#Mistresses of Aegon IV Targaryen#Noblewomen#
Jeyne_Lydden,##House Lydden#,,NULL,NULL,,,,Noblewomen#Characters from the Westerlands#House Lydden#House Frey#
Jeyne_Poole,##House Poole#,##Northmen#,NULL,NULL,F,A,Arya Stark,House Poole#House Bolton#Characters from the North#House Stark retainers#Noblewomen#
Jeyne_Rivers,##House Frey#,,NULL,NULL,F,,N/A,Bastards#Characters from the Riverlands#House Frey#
